,destination,hotel_name,hotel_score,latitude,longitude,description,url
240,Strasbourg ,Séjours & Affaires Strasbourg Kleber,"7,7",48.58319667,7.74285212,"Cette résidence propose un hébergement individuel confortable. Elle se trouve dans une rue calme du centre-ville, à 5 minutes à pied du quartier historique de la Petite France et de la cathédrale de Strasbourg.

Les studios de la résidence Séjours & Affaires Strasbourg Kleber sont équipés d'un accès Internet filaire gratuit et sont accessibles par un ascenseur. Ils disposent également d'une télévision à écran plat, d'un bureau et d'une salle de bains privative. Tous les studios sont dotés d'une kitchenette entièrement équipée.

La résidence Séjours & Affaires Strasbourg Kleber est accessible en voiture et un parking public se trouve à 2 minutes. Elle est bien desservie par le tramway, qui vous permettra de vous rendre dans le reste de la ville, et est située à seulement 10 minutes à pied de la gare.",https://www.booking.com/hotel/fr/residhome-strasbourg-kleber.fr.html?aid=304142&label=gen173nr-1FCAQoggJCEXNlYXJjaF9zdHJhc2JvdXJnSA1YBGhNiAEBmAENuAEKyAEF2AEB6AEB-AEDiAIBqAIDuALy0uuoBsACAdICJDYzZTc0YTY3LWUwZTItNDllZi1iZTAwLThkMDFiNzk1MTk4M9gCBeACAQ&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=1&sr_order=popularity&srpvid=b73470b9e53701bc&srepoch=1696262515&from=searchresults
242,Lille ,Les Cariatides,"9,3",50.631062,3.06031,"Situé en plein cœur de Lille, l'établissement Les Cariatides offre une vue sur la ville depuis son balcon. Il est situé à 500 mètres de la maison Coilliot et dispose d'un ascenseur.

Ce séjour chez l'habitant dispose d'une connexion Wi-Fi gratuite, d'une télévision à écran plat ainsi que d'une kitchenette avec un micro-ondes et un grille-pain. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à proximité du grand magasin Printemps, du zoo de Lille et de l'Hospice Gantois. L'aéroport de Lille, le plus proche, est implanté à 7 km.",https://www.booking.com/hotel/fr/les-cariatides-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
243,Lille ,La Valiz,"8,1",50.63695662,3.06955688,"L'établissement La Valiz est situé en face de la gare de Lille et à 2 minutes à pied du centre commercial Euralille. Vous séjournerez à 800 mètres du centre de conventions Nouveau Siècle.

Toutes les chambres comprennent une télévision à écran plat ainsi qu'une salle de bains privative pourvue d'une douche et d'articles de toilette gratuits Rituals. Du matériel de repassage est disponible sur demande préalable.

La Valiz bénéficie d'un emplacement central près de la vieille ville et du centre de conventions Lille Grand Palais.

Lors de votre séjour, vous rejoindrez facilement les restaurants, les grands magasins, les monuments, les cinémas et les musées via le réseau de transports en commun à proximité. Enfin, le Grand Palais est accessible en 10 minutes de marche.",https://www.booking.com/hotel/fr/flandre-angleterre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
244,Lille ,Domitys L'Agapanthe,"9,2",50.61475008,3.04168406,"Situé à 2,5 km de la maison Coilliot, le Domitys L'Agapanthe propose une piscine intérieure, un jardin et une réception ouverte 24h/24. Vous bénéficierez gratuitement d'une connexion Wi-Fi dans l'ensemble des locaux et d'un parking privé sur place.

Tous les logements disposent d'un balcon, d'une télévision par satellite à écran plat, d'un coin repas, d'une kitchenette bien équipée ainsi que d'une salle de bains privative avec douche, sèche-cheveux et articles de toilette gratuits.

Cet appart'hôtel sert un petit-déjeuner continental tous les matins.

Le Domitys L'Agapanthe possède une terrasse.

Vous séjournerez à 3,5 km de l'Hospice Gantois et à 3,9 km du Lille Grand Palais. L'aéroport de Lille, le plus proche, est implanté à 9 km.",https://www.booking.com/hotel/fr/domitys-l-agapanthe.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
245,Lille ,Aparthotel Adagio Access Lille Vauban,"7,0",50.6328418,3.0495885,"L'Aparthotel Adagio Access Lille Vauban vous accueille à Lille, à seulement 10 minutes à pied du centre-ville historique et de la place du Général-de-Gaulle. Il vous propose des appartements et des studios dotés d'une cuisine et d'une connexion Wi-Fi gratuite. Le stade Pierre Mauroy est accessible en 15 minutes en voiture, et le complexe Nouveau Siècle vous attend à 1 km.

Décorés dans un style contemporain, tous les appartements disposent d'une télévision par satellite et d'une salle de bains privative avec douche.

Un petit-déjeuner continental est servi tous les matins dans la salle à manger, à un tarif réduit pour les enfants âgés de 4 à 11 ans. Vous pourrez également préparer vos propres repas dans la kitchenette équipée de plaques de cuisson et d'un micro-ondes. Vous profiterez par ailleurs d'un accès gratuit et illimité à la salle de sport Gymstreet, à 10 minutes de marche.

La N356 se situe à 5 km. Un parking privé est disponible sur place moyennant des frais supplémentaires. L'Aparthotel Adagio Access Lille Vauban se trouve à 30 minutes à pied des gares de Lille-Europe et de Lille-Flandres.",https://www.booking.com/hotel/fr/citea-lille-vauban.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
246,Lille ,B&B HOTEL Lille Centre Grand Palais,"7,8",50.6281375,3.08142364,"Le B&B HOTEL Lille Centre Grand Palais est situé à 5 minutes de marche de la station de métro Lille Grand Palais. L’établissement propose des chambres insonorisées avec une salle de bains privative, une télévision par satellite à écran plat et une connexion Wi-Fi gratuite illimitée. Sa réception est ouverte 24h/24.

Un petit-déjeuner buffet est servi chaque matin au B&B Lille Centre Grand Palais.

Le B&B Lille Centre se trouve à 600 mètres du complexe Lille Grand Palais. Un parking souterrain privé payant est accessible sous réserve de disponibilité et sur réservation à l'hôtel.",https://www.booking.com/hotel/fr/b-b-lille-centre-grand-palais.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
247,Lille ,Ibis Budget Lille Gares Vieux-Lille,"6,9",50.64241422,3.06787005,"L’ibis budget Lille Centre propose des hébergements à Lille, à 400 mètres de la Grand-Place et du Vieux-Lille. Il propose une réception ouverte 24h/24 et une connexion Wi-Fi gratuite.

Desservie par un ascenseur, chaque chambre non-fumeurs dispose d'une télévision, d’un bureau et d'une salle de bains privative avec douche. Le linge de lit est fourni. 

Des distributeurs automatiques de boissons sont présents sur place, et vous trouverez de nombreux restaurants dans les environs.

L’hôtel ibis Budget Lille Centre est à 750 mètres de la gare de Lille-Europe et à 600 mètres de celle de Lille-Flandres. Enfin, l’aéroport de Lille-Lesquin est distant de 8 km.",https://www.booking.com/hotel/fr/ibis-budget-lille-centre.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
248,Lille ,Appart'City Confort Lille - Euralille,"8,1",50.6454875,3.07321072,"Situé à 10 km du stade Pierre-Mauroy, l'Appart'City Lille - Euralille se trouve à 2 minutes en tramway du quartier d'affaires et du centre commercial Euralille ainsi que de la gare Lille-Europe. Le centre de conventions Nouveau Siècle est à 2 km.

Décorés dans un style moderne, les confortables studios et appartements sont équipés d'une télévision à écran plat. Une connexion Wi-Fi gratuite est également disponible.

Le petit-déjeuner se compose d'une variété de pains (pain sans gluten etc), de viennoiseries, de boissons chaudes et froides, de salade de fruits, de fruits frais, de fromages et de yaourts.

Plusieurs sites touristiques de Lille, tels que l’impressionnante cathédrale Notre-Dame-de-la-Treille, vous attendent à proximité. Enfin, l'Appart'City Euralille est à 260 mètres de l'arrêt de tramway Romarin.",https://www.booking.com/hotel/fr/appart-city-cap-affaires-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
249,Lille ,Chambre indépendante en face de la Gare Lille Flandres,10,50.63682025,3.06914288,"Située dans un quartier central de Lille, la Chambre indépendante en face de la Gare Lille Flandres offre une vue sur la ville depuis son balcon. Doté d'un parking privé, ce séjour chez l'habitant se trouve à 300 mètres de la gare de Lille-Flandres.

Ce séjour chez l'habitant dispose d'une connexion Wi-Fi gratuite, d'une télévision à écran plat ainsi que d'une kitchenette avec un micro-ondes et un grille-pain. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à proximité de l'Hospice Gantois, du Zénith de Lille et de la Tour de Lille. L'aéroport de Lille, le plus proche, est à 9 km.",https://www.booking.com/hotel/fr/independent-room-opposite-the-stations.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
250,Lille ,Appartement Lumineux et cozy à LILLE Lomme,,50.6439575,2.9885878,"Located in Lille, 1.7 km from St Philibert Metro Station and 5.2 km from Zoo Lille, Appartement Lumineux et cozy à LILLE Lomme offers air conditioning. This apartment is 7.4 km from Hospice Gantois and 8 km from Lille Flandres Train Station.

With free WiFi, this 1-bedroom apartment provides a flat-screen TV and a kitchen with microwave. Towels and bed linen are provided in the apartment.

Printemps Gallery is 6.8 km from the apartment, while Coilliot House is 7 km away. The nearest airport is Lille Airport, 17 km from Appartement Lumineux et cozy à LILLE Lomme.",https://www.booking.com/hotel/fr/appartement-lumineux-et-cozy-a-lille-lomme.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
251,Lille ,Brit Hotel Lille Centre,"7,6",50.62603955,3.05190325,"Le Brit Hotel Lille Centre est un hôtel-restaurant situé dans le centre-ville de Lille, à proximité de la station de métro Gambetta, à 300 mètres de la Maison Folie de Wazemmes et à 1 km du musée des beaux-arts. Le Lille Grand Palais se trouve à 2 km.

Cet établissement est idéal pour les voyages d'affaires et les séjours de loisirs. Facilement accessible par les routes principales, il propose un parking couvert sécurisé, un local à vélos et un restaurant buffet.

Les chambres disposent d'un bureau et d'une connexion Wi-Fi haut débit gratuite.

Le centre de conventions Nouveau Siècle est à 1,6 km.",https://www.booking.com/hotel/fr/besthotel_lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
252,Lille ,galerie jacqueline storme,"9,4",50.6453748,3.0612643,"La galerie jacqueline storme bénéficie d'un emplacement idéal dans le quartier du Vieux-Lille, à 1,7 km de la gare de Lille-Europe, à 2 km de la Tour de Lille et à 1,1 km de l'opéra de Lille. Dotée d'un salon commun, cette maison d'hôtes se trouve à proximité de plusieurs attractions réputées, à environ 1,8 km du zoo de Lille, à 1,1 km de la Grand-Place de Lille et à 1,7 km de l'Aéronef. Cette maison d'hôtes propose des chambres familiales.

Les chambres de cette maison d'hôtes comprennent un bureau. Leur salle de bains privative est pourvue d'une douche et d'un sèche-cheveux. Le linge de lit et les serviettes sont fournis.

Le Galerie jacqueline storme sert un petit-déjeuner buffet ou à la carte.

Vous séjournerez à proximité du grand magasin Printemps, de la gare de Lille-Flandres et de l'Hospice Gantois. L'aéroport de Lille, le plus proche, est implanté à 11 km.",https://www.booking.com/hotel/fr/galerie-jacqueline-storme.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
253,Lille ,Beautiful renovated appart in the center of Lille,,50.6384835,3.0685195,"Set in the centre of Lille, 400 metres from Lille Opera and 500 metres from Grand Place Lille, Beautiful renovated appart in the center of Lille offers free WiFi. It is situated 400 metres from Lille Flandres Train Station and offers a 24-hour front desk.

The apartment is fitted with 1 bedroom, a kitchen with a microwave and a toaster, a washing machine, and 1 bathroom with a hair dryer and free toiletries. Towels and bed linen are offered in the apartment.

Popular points of interest near Beautiful renovated appart in the center of Lille include Tour de Lille, Lille Europe Train Station and Hospice Gantois. The nearest airport is Lille Airport, 9 km from the accommodation.",https://www.booking.com/hotel/fr/beautiful-renovated-appart-in-the-center-of-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
254,Lille ,Vieux Lille - Le Nid du Curé,"8,7",50.6382023,3.0622442,"Le Vieux Lille - Le Nid du Curé est situé dans le quartier du Vieux Lille, à 400 mètres du grand magasin Printemps, à 300 mètres de l'opéra et à 200 mètres de la Grand-Place. Cet appartement se trouve à 1,4 km de la Tour de Lille et à 1,1 km de la gare de Lille-Europe.

Cet appartement comprend une chambre, une télévision à écran plat, une salle de bains pourvue d'une douche ainsi qu'une cuisine équipée avec un micro-ondes et un réfrigérateur. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à proximité du zoo de Lille, de l'Hospice Gantois et de la gare de Lille-Flandres. L'aéroport le plus proche, celui de Lille-Lesquin, est situé à 10 km. Un service de navette aéroport peut être assuré moyennant des frais supplémentaires.",https://www.booking.com/hotel/fr/vieux-lille-le-nid-du-cure.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
255,Lille ,B&B HOTEL Lille Lillenium Eurasanté,"8,4",50.615354,3.043125,"Doté d'un bar, le B&B HOTEL Lille Lillenium Eurasanté est situé à Lille, dans les Hauts-de-France, à 2,3 km de la maison Coilliot et à 3,4 km de l'Hospice Gantois. Doté d’un salon commun, cet établissement 3 étoiles propose des chambres climatisées avec une connexion Wi-Fi gratuite et une salle de bains privative. Cet établissement non-fumeurs se trouve à 3,7 km du zoo de Lille.

Toutes les chambres disposent d’un bureau et d’une télévision à écran plat. Le linge de lit et les serviettes de toilette sont fournis.

Un petit-déjeuner buffet ou continental est servi sur place.

Le personnel de la réception parle français et anglais. Il se fera un plaisir de vous fournir des informations sur les environs.

Lille Grand Palais se trouve à 3,7 km de l’établissement, tandis que la gare Lille-Flandres est à 4 km. L’aéroport de Lille-Lesquin, le plus proche, est à 9 km.",https://www.booking.com/hotel/fr/b-amp-b-lille-lillenium-eurasante-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
256,Lille ,Appartement duplex Lille 2,"6,6",50.617743,3.029108,"Proposant des chambres climatisées dans le quartier du Faubourg de Béthune à Lille, L'Appartement duplex Lille 2 se trouve à 3,2 km du zoo de Lille. Il se trouve à environ 3,2 km de la maison Coilliot, à 4,3 km de l'Hospice Gantois et à 4,8 km du grand magasin Printemps. Vous séjournerez à 4,9 km de la Grand-Place et à 6,1 km du Lille Grand Palais.

Le linge de lit est fourni.

Vous séjournerez à 6,2 km du Zénith de Lille et à 6,7 km de la gare de Lille-Flandres. L'aéroport de Lille, le plus proche, est implanté à 12 km.",https://www.booking.com/hotel/fr/appartement-duplex-lille-2.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=10&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
257,Lille ,Eklo Hotels Lille,"7,4",50.62003296,3.08456697,"Doté d'une terrasse, l'Eklo Hotels Lille est situé à Lille dans le Nord-Pas-de-Calais, à 2 km du Zénith. Vous séjournerez à 2,6 km de Lille Flandres et à 2,7 km de Lille Europe.

Les chambres disposent d'une salle de bains privative. Les autres prestations (comme les articles de toilette et le départ tardif) entraînent des frais supplémentaires.

Un bar et une réception ouverte 24h/24 sont présents. Le restaurant Barbapizz' prépare des pizzas et des salades. Un petit-déjeuner continental en libre-service est servi tous les jours moyennant un supplément.

Vous profiterez d'une cuisine commune, d'une bibliothèque, de jeux de société et d'un baby-foot. Un service de location de vélos et des bornes de recharge pour voitures électriques sont disponibles moyennant des frais supplémentaires. L'aéroport de Lille-Lesquin, le plus proche, se trouve à 7 km. Un parking privé gratuit est aménagé sur place.",https://www.booking.com/hotel/fr/eklo-hotels-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
258,Lille ,L’île aux ch’tis,"8,7",50.624198,3.058535,"L'île aux ch'tis est située dans le quartier de Wazemmes à Lille, à 400 mètres de la maison Coilliot, à 1,6 km du grand magasin Printemps et à 1,9 km du zoo de Lille. Cet appartement se trouve à 2,3 km du Grand Palais de Lille et à 2,6 km de la gare de Lille-Flandres.

Doté d'une connexion Wi-Fi gratuite, cet appartement 1 chambre dispose d'une télévision par câble à écran plat, d'un lave-linge et d'une cuisine avec un four et un micro-ondes. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à proximité de l'Hospice Gantois, de la Grand-Place et de l'opéra de Lille. L'aéroport de Lille, le plus proche, est implanté à 8 km.",https://www.booking.com/hotel/fr/ile-aux-ch-tis.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=8&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from_sustainable_property_sr=1&from=searchresults
259,Lille ,Hôtel de L'UNIVERS LILLE,"5,6",50.63728452,3.06844845,"Le Hôtel de L'UNIVERS LILLE vous accueille dans le centre-ville de Lille, à seulement 200 mètres de la gare/station de métro de Lille-Flandres. Le centre des conventions Lille Grand Palais et le complexe du Nouveau Siècle sont à 10 minutes à pied. L'établissement propose des hébergements dotés d'une connexion Wi-Fi gratuite et d'une télévision par satellite à écran plat.

Toutes les chambres sont desservies par un ascenseur et comprennent une salle de bains privative pourvue d'une douche.

La réception de l'hôtel est ouverte 24h/24.

La gare TGV de Lille-Europe se trouve à 800 mètres du Hôtel de L'UNIVERS LILLE. La cathédrale Notre-Dame-de-la-Treille est accessible en moins de 10 minutes à pied.",https://www.booking.com/hotel/fr/premiere-classe-lille.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=7&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
260,Lille ,Hotel Lille Europe,"8,0",50.63788756,3.072685,"L'Hotel Lille Europe est un établissement 3 étoiles situé au cœur du quartier des affaires international, à seulement 250 mètres de la gare de Lille-Flandres et à 17 minutes de route du stade Pierre-Mauroy. Il propose une réception ouverte 24h/24 et une connexion Internet gratuite.

Présentant une décoration colorée, les chambres sont insonorisées et disposent d'une télévision par câble. Leur salle de bains privative est pourvue d'un sèche-cheveux. Toutes les chambres sont desservies par un ascenseur.

Un petit-déjeuner buffet est servi tous les matins dans la salle prévue à cet effet. Cette dernière est dotée d'un micro-ondes et d'une vue panoramique sur les environs.

L'établissement est accessible par l'autoroute N356. Vous séjournerez à 750 mètres de l'Opéra de Lille, à 10 minutes de marche de la cathédrale Notre-Dame-de-la-Treille, à 1,1 km du centre de conventions Nouveau Siècle et à 1,3 km du Grand Palais. Un parking privé sur place est disponible uniquement sur demande.",https://www.booking.com/hotel/fr/lille-europe.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=6&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
261,Lille ,NOCNOC - La Villa Cachee,"7,3",50.62914624,3.06419907,"Situé à 500 mètres de la maison Coilliot et à moins de 1 km du grand magasin Printemps, le NOCNOC - La Villa Cachee propose un hébergement au cœur de Lille. Vous bénéficierez gratuitement d'un parking privé et d'une connexion Wi-Fi.

Cette villa de 6 chambres comprend un salon avec une télévision à écran plat, une cuisine entièrement équipée avec un lave-vaisselle et un four ainsi que 6 salles de bains pourvues d'un sèche-cheveux. Les serviettes et le linge de lit sont fournis.

Vous séjournerez à proximité de l'Hospice Gantois, du Grand Palais et de la gare de Lille-Flandres. L'aéroport de Lille, le plus proche, est implanté à 7 km.",https://www.booking.com/hotel/fr/la-villa-cachee-prox-gare-lille-flandre-metro.fr.html?aid=304142&label=gen173nr-1FCAQoggJCDHNlYXJjaF9saWxsZUgNWARoTYgBAZgBDbgBCsgBBdgBAegBAfgBA4gCAagCA7gC69LrqAbAAgHSAiRkZTJiMWUxNS0xYjAxLTQwMzItOGU4OS1iZTYyMTQ2OTVmZDjYAgXgAgE&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=5&sr_order=popularity&srpvid=007b70b5eeaf01eb&srepoch=1696262508&from=searchresults
